president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,All polls,2/16/2017,44.57693,49.23923,39.91463,50.21927,54.96953,45.46901,2/3/17 11:25
Donald Trump,Voters,2/16/2017,46.53775,51.25437,41.82114,49.53732,54.24575,44.82889,2/3/17 11:26
Donald Trump,Adults,2/16/2017,41.26061,45.85092,36.6703,52.20712,57.25517,47.15907,2017-02-16
Donald Trump,All polls,2/15/2017,44.49281,49.07682,39.90881,50.23329,54.94403,45.52256,2/3/17 11:25
Donald Trump,Adults,2/15/2017,41.3626,45.92407,36.80114,52.01312,57.00552,47.02072,2017-02-15
Donald Trump,Voters,2/15/2017,46.32353,50.96176,41.6853,49.7077,54.38807,45.02732,2/3/17 11:26
Donald Trump,Voters,2/14/2017,46.16746,50.76975,41.56517,49.73203,54.36329,45.10077,2/3/17 11:26
Donald Trump,Adults,2/14/2017,41.01787,45.69108,36.34466,52.47426,57.35436,47.59416,2017-02-14
Donald Trump,All polls,2/14/2017,44.47177,49.01568,39.92786,50.36843,55.0418,45.69505,2/3/17 11:25
Donald Trump,Voters,2/13/2017,45.41359,49.90409,40.92309,49.86423,54.35473,45.37373,2/3/17 11:26
Donald Trump,Adults,2/13/2017,41.11952,45.75837,36.48067,52.40815,57.20925,47.60704,2017-02-13
Donald Trump,All polls,2/13/2017,43.46242,47.85374,39.07109,50.64742,55.09876,46.19608,2/3/17 11:25
Donald Trump,Adults,2/12/17,41.98624,46.78743,37.18506,50.62114,55.42233,45.81996,2017-02-12
Donald Trump,All polls,2/12/17,44.30565,48.72142,39.88988,49.4447,53.86047,45.02893,2/3/17 11:25
Donald Trump,Voters,2/12/17,46.31055,50.92749,41.69361,48.61903,53.23597,44.00209,2/3/17 11:26
Donald Trump,All polls,2/11/17,44.42348,48.84508,40.00189,49.29364,53.71523,44.87204,2/3/17 11:25
Donald Trump,Adults,2/11/17,42.17884,46.93204,37.42564,50.29835,55.05155,45.54515,2017-02-11
Donald Trump,Voters,2/11/17,46.31055,50.92749,41.69361,48.61903,53.23597,44.00209,2/3/17 11:26
Donald Trump,Adults,2/10/17,42.33272,47.04307,37.62237,50.14452,54.85487,45.43417,2017-02-10
Donald Trump,Voters,2/10/17,46.21808,50.77919,41.65697,48.71865,53.27976,44.15754,2/3/17 11:26
Donald Trump,All polls,2/10/17,44.28156,48.64907,39.91405,49.35836,53.72587,44.99086,2/3/17 11:25
Donald Trump,All polls,2/9/17,44.34582,48.72214,39.96951,49.3256,53.70191,44.94928,2/3/17 11:25
Donald Trump,Adults,2/9/17,42.45341,47.12389,37.78294,50.05256,54.72303,45.38208,2017-02-09
Donald Trump,Voters,2/9/17,46.23419,50.80249,41.66589,48.68385,53.25216,44.11555,2/3/17 11:26
Donald Trump,Voters,2/8/17,46.69795,51.23309,42.16281,47.94511,52.48025,43.40998,2/3/17 11:26
Donald Trump,All polls,2/8/17,44.50491,48.843,40.16682,48.8634,53.20149,44.52531,2/3/17 11:25
Donald Trump,Adults,2/8/17,42.46727,47.10171,37.83284,49.95639,54.59083,45.32195,2017-02-08
Donald Trump,Voters,2/7/17,46.92523,51.52148,42.32898,47.53691,52.13317,42.94066,2/3/17 11:26
Donald Trump,All polls,2/7/17,44.65995,49.03472,40.28518,48.71205,53.08682,44.33728,2/3/17 11:25
Donald Trump,Adults,2/7/17,42.58524,47.25029,37.92019,49.79887,54.46392,45.13382,2017-02-07
Donald Trump,All polls,2/6/17,44.42256,48.81194,40.03319,48.03367,52.42305,43.6443,2/3/17 11:25
Donald Trump,Adults,2/6/17,42.62589,47.259,37.99279,49.48686,54.11996,44.85376,2017-02-06
Donald Trump,Voters,2/6/17,46.66296,51.29055,42.03538,45.71693,50.34452,41.08935,2/3/17 11:26
Donald Trump,Voters,2/5/17,46.77325,51.44566,42.10085,45.41658,50.08898,40.74417,2/3/17 11:26
Donald Trump,All polls,2/5/17,44.43742,48.81641,40.05843,47.4848,51.86378,43.10581,2/3/17 11:25
Donald Trump,Adults,2/5/17,42.7303,47.35865,38.10196,49.04629,53.67463,44.41794,2017-02-05
Donald Trump,Voters,2/4/17,46.21463,50.90343,41.52583,44.72782,49.41662,40.03902,2/3/17 11:26
Donald Trump,Adults,2/4/17,42.93061,47.52776,38.33346,48.55542,53.15257,43.95826,2017-02-04
Donald Trump,All polls,2/4/17,44.23746,48.63475,39.84016,47.03533,51.43262,42.63803,2/3/17 11:25
Donald Trump,Voters,2/3/17,46.21463,50.90343,41.52583,44.72782,49.41662,40.03902,2/3/17 11:26
Donald Trump,All polls,2/3/17,44.21341,48.61607,39.81074,47.06427,51.46694,42.66161,2/3/17 11:25
Donald Trump,Adults,2/3/17,42.87061,47.47776,38.26346,48.63497,53.24212,44.02782,2017-02-03
Donald Trump,Adults,2/2/17,43.76831,48.71731,38.81931,45.22588,50.17488,40.27688,2017-02-02
Donald Trump,All polls,2/2/17,44.81124,49.33113,40.29136,44.79839,49.31827,40.27851,2/3/17 11:25
Donald Trump,Voters,2/2/17,45.88868,50.53785,41.23951,44.48,49.12917,39.83083,2/3/17 11:26
Donald Trump,Voters,2/1/17,45.86395,50.5223,41.2056,44.44283,49.10118,39.78447,2/3/17 11:26
Donald Trump,All polls,2/1/17,44.79341,49.32774,40.25908,44.69287,49.2272,40.15854,2/3/17 11:25
Donald Trump,Adults,2/1/17,43.7891,48.70733,38.87086,44.59832,49.51656,39.68008,2017-01-02
Donald Trump,Adults,1-31-2017,43.67982,48.68051,38.67913,43.60509,48.60578,38.6044,2017-01-31
Donald Trump,All polls,1/31/2017,44.34048,48.89616,39.78481,43.45351,48.00919,38.89784,2/3/17 11:25
Donald Trump,Voters,1/31/2017,45.01149,49.6689,40.35407,43.20672,47.86413,38.5493,2/3/17 11:26
Donald Trump,Voters,1/30/2017,44.67257,49.38835,39.95678,42.0221,46.73788,37.30631,2/3/17 11:26
Donald Trump,Adults,1/30/2017,42.51344,47.69931,37.32757,41.65466,46.84053,36.46879,2017-01-30
Donald Trump,All polls,1/30/2017,44.09903,48.69541,39.50266,42.45613,47.05251,37.85976,2/3/17 11:25
Donald Trump,Adults,1/29/2017,42.42076,47.58598,37.25555,41.6069,46.77211,36.44168,2017-01-29
Donald Trump,Voters,1/29/2017,44.74559,49.4796,40.01159,41.74476,46.47876,37.01076,2/3/17 11:26
Donald Trump,All polls,1/29/2017,44.14589,48.72661,39.56517,42.2247,46.80542,37.64399,2/3/17 11:25
Donald Trump,All polls,1/28/2017,43.87527,48.46821,39.28233,41.91362,46.50656,37.32067,2/3/17 11:25
Donald Trump,Adults,1/28/2017,42.51997,47.66774,37.37219,41.19157,46.33934,36.04379,2017-01-28
Donald Trump,Voters,1/28/2017,44.38777,49.09824,39.6773,41.58635,46.29682,36.87588,2/3/17 11:26
Donald Trump,All polls,1/27/2017,44.13586,48.70494,39.56679,41.67268,46.24175,37.1036,2/3/17 11:25
Donald Trump,Adults,1/27/2017,43.08089,48.21475,37.94702,40.57829,45.71215,35.44442,2017-01-27
Donald Trump,Voters,1/27/2017,44.38777,49.09824,39.6773,41.58635,46.29682,36.87588,2/3/17 11:26
Donald Trump,All polls,1/26/2017,44.37598,48.93261,39.81936,41.06081,45.61743,36.50418,2/3/17 11:25
Donald Trump,Voters,1/26/2017,44.62692,49.31432,39.93952,41.1728,45.8602,36.4854,2/3/17 11:26
Donald Trump,Adults,1/26/2017,43.21775,48.34188,38.09363,39.85699,44.98112,34.73286,2017-01-26
Donald Trump,All polls,1/25/2017,47.76497,52.66397,42.86596,42.52911,47.42811,37.63011,2/3/17 11:25
Donald Trump,Adults,1/25/2017,45.59516,51.48944,39.70088,45.19996,51.09425,39.30568,2017-01-25
Donald Trump,Voters,1/25/2017,48.61617,53.80425,43.42808,41.35324,46.54132,36.16516,2/3/17 11:26
Donald Trump,Adults,1/24/2017,45,50.98562,39.01438,45.74659,51.73221,39.76097,2017-01-24
Donald Trump,All polls,1/24/2017,45.44264,50.82922,40.05606,41.87849,47.26508,36.49191,2/3/17 11:25
Donald Trump,Voters,1/24/2017,46,52.29238,39.70762,37,43.29238,30.70762,2/3/17 11:26
Donald Trump,Voters,1/23/2017,46,52.29238,39.70762,37,43.29238,30.70762,2/3/17 11:26
Donald Trump,All polls,1/23/2017,45.46693,50.88971,40.04416,41.26452,46.68729,35.84175,2/3/17 11:25
Donald Trump,Adults,1/23/2017,45,51.1347,38.8653,45,51.1347,38.8653,2017-01-23
